全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),設置位置,緯度,経度,高度の種別,高度の値,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,男性トイレ内の乳幼児用座椅子数,男性トイレ内の乳幼児用簡易ベッド数,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,女性トイレ内の乳幼児用座椅子数,女性トイレ内の乳幼児用簡易ベッド数,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,男女共用トイレ内の乳幼児用座椅子数,男女共用トイレ内の乳幼児用簡易ベッド数,バリアフリー（多目的）トイレ数,バリアフリー（多目的）トイレ内の乳幼児用座椅子数,バリアフリー（多目的）トイレ内の乳幼児用簡易ベッド数,バリアフリー（多目的）トイレ内の簡易ベッド数（乳幼児大人兼用）,バリアフリー（多目的）トイレ内の簡易着替え台数,車椅子使用者用トイレ数,乳幼児用設備設置トイレ有無,オストメイト設置トイレ数,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考
352152,PTOKANKO0001,山口県周南市,長野山緑地等使用施設,ナガノヤマリョクチトウシヨウシセツ,,352152,,山口県周南市大字鹿野上字水ヶ浴,山口県,周南市,大字鹿野上字水ヶ浴,,,山頂部分,34.275046,131.879169,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0002,山口県周南市,東善寺やすらぎの里,トウゼンジヤスラギノサト,,352152,,山口県周南市小松原1706-1,山口県,周南市,小松原,1706-1,,施設外公園内,34.032943,131.993908,階数,1,2 ,2 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0003,山口県周南市,大津島公園,オオヅシマコウエン,,352152,,山口県周南市大津島　馬島,山口県,周南市,大津島　馬島,,,公園内,33.989925,131.719957,階数,1,2 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0004,山口県周南市,瀬戸内海国立公園　太華山,セトナイカイコクリツコウエン　タイカザン,,352152,,山口県周南市栗屋,山口県,周南市,栗屋,,,登山道入り口,34.01913,131.82352,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0004,山口県周南市,瀬戸内海国立公園　太華山 山頂駐車場,セトナイカイコクリツコウエン　タイカザン,,352152,,山口県周南市栗屋,山口県,周南市,栗屋,,,山頂駐車場,34.009193,131.818073,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0005,山口県周南市,湯野観音岳,ユノカンノンダケ,,352152,,山口県周南市湯野,山口県,周南市,湯野,,,駐車場,34.106361,131.679928,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0006,山口県周南市,黒岩峡,クロイワキョウ,,352152,,山口県周南市小松原,山口県,周南市,小松原,,,黒岩峡内,34.049172,132.012126,階数,1,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0007,山口県周南市,もみじ小屋,モミジゴヤ,,352152,,山口県周南市高瀬,山口県,周南市,高瀬,,,高瀬峡　途中,34.166348,131.760484,階数,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0008,山口県周南市,（旧）刈尾海水浴場,カリオカイスイヨクジョウ,,352152,,山口県周南市大津島1355,山口県,周南市,大津島,1355,,公園内,34.014537,131.710677,階数,1,3 ,2 ,0 ,1 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0009,山口県周南市,菅野公園,スガノコウエン,,352152,,山口県周南市中須北,山口県,周南市,中須北,,,公園内,34.142925,131.904327,階数,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0010,山口県周南市,千石岳,センゴクダケ,,352152,,山口県周南市,山口県,周南市,,,,駐車場,34.186129,131.759402,階数,1,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0011,山口県周南市,中ノ島公園,ナカノシマコウエン,,352152,,山口県周南市須々万奥,山口県,周南市,須々万奥,,,公園内,34.131779,131.898615,階数,1,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKANKO0012,山口県周南市,若山公園,ワカヤマコウエン,,352152,,山口県周南市福川,山口県,周南市,福川,,,若山城跡,34.08436,131.727751,階数,1,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,,,,,,
352152,PTOKYODO0001,山口県周南市,桜木市民センター,サクラギシミンセンター,,352152,,山口県周南市城ケ丘 2丁目4-21,山口県,周南市,城ケ丘 2丁目,4-21,,建物内,34.045873,131.838769,階数,2,8 ,6 ,0 ,2 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0002,山口県周南市,周陽市民センター,シュウヨウシミンセンター,,352152,,山口県周南市周陽 2丁目8-2,山口県,周南市,周陽 2丁目,8-2,,建物内,34.046246,131.830752,階数,2,8 ,6 ,1 ,1 ,0 ,0 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0003,山口県周南市,秋月市民センター,アキヅキシミンセンター,,352152,,山口県周南市楠木 2丁目1-25,山口県,周南市,楠木 2丁目,1-25,,建物内,34.055316,131.825648,階数,2,7 ,5 ,0 ,2 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0004,山口県周南市,遠石市民センター,トイシシミンセンター,,352152,,山口県周南市若草町6-33,山口県,周南市,若草町,6-33,,建物内,34.045893,131.819253,階数,1,5 ,3 ,0 ,2 ,1 ,1 ,4 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,無,1 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0005,山口県周南市,岐山市民センター,キサンシミンセンター,,352152,,山口県周南市大字徳山 5649,山口県,周南市,大字徳山,5649,,建物内,34.060545,131.818747,階数,2,6 ,4 ,1 ,1 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0006,山口県周南市,中央地区市民センター,チュウオウチクシミンセンター,,352152,,山口県周南市飯島町 1-13,山口県,周南市,飯島町,1-13,,建物内,34.052144,131.809478,階数,2,8 ,6 ,1 ,1 ,0 ,0 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0007,山口県周南市,今宿市民センター,イマジュクシミンセンター,,352152,,山口県周南市原宿町 6-12,山口県,周南市,原宿町,6-12,,建物内,34.063161,131.804086,階数,2,6 ,4 ,1 ,1 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0008,山口県周南市,今宿市民センター西松原分館,イマジュクシミンセンターニシマツバラブンカン,,352152,,山口県周南市西松原 4丁目4-40,山口県,周南市,西松原 4丁目,4-40,,建物内,34.065382,131.795057,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0009,山口県周南市,櫛浜市民センター,クシガハマシミンセンター,,352152,,山口県周南市大字櫛ケ浜 458,山口県,周南市,大字櫛ケ浜,458,,建物内,34.024621,131.830898,階数,1,8 ,5 ,0 ,3 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,12月29日～１月３日は休館日。,,,
352152,PTOKYODO0010,山口県周南市,粭島市民センター,スクモジマシミンセンター,,352152,,山口県周南市大字粭島 227,山口県,周南市,大字粭島,227,,建物内,33.982502,131.760287,階数,3,9 ,6 ,3 ,0 ,0 ,0 ,6 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0011,山口県周南市,大島市民センター,オオシマシミンセンター,,352152,,山口県周南市大字大島 1601,山口県,周南市,大字大島,1601,,建物内,33.988216,131.790018,階数,2,7 ,5 ,1 ,1 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,12月29日～１月３日は休館日。,,,
352152,PTOKYODO0012,山口県周南市,久米市民センター,クメシミンセンター,,352152,,山口県周南市大字久米 2812-1,山口県,周南市,大字久米,2812-1,,建物内,34.04126,131.84577,階数,2,8 ,6 ,1 ,1 ,0 ,0 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,12月29日～１月３日は休館日。,,,
352152,PTOKYODO0013,山口県周南市,菊川市民センター,キクガワシミンセンター,,352152,,山口県周南市大字下上2146,山口県,周南市,大字下上,2146,,建物内,34.093917,131.783817,階数,2,6 ,4 ,2 ,0 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,12月29日～１月３日は休館日。,,,
352152,PTOKYODO0014,山口県周南市,菊川市民センター富岡分館,キクガワシミンセンタートミオカブンカン,,352152,,山口県周南市大字下上 1560,山口県,周南市,大字下上,1560,,建物内,34.085466,131.776059,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0015,山口県周南市,菊川市民センター加見分館,キクガワシミンセンターカミブンカン,,352152,,山口県周南市大字上村 703-1,山口県,周南市,大字上村,703-1,,建物内,34.09554,131.789089,階数,1,3 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0016,山口県周南市,四熊市民センター,シクマシミンセンター,,352152,,山口県周南市大字四熊 1417,山口県,周南市,大字四熊,1417,,建物内,34.112732,131.767562,階数,2,9 ,6 ,2 ,1 ,0 ,0 ,4 ,3 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0017,山口県周南市,小畑市民センター,オバタシミンセンター,,352152,,山口県周南市大字小畑 190,山口県,周南市,大字小畑,190,,建物内,34.089768,131.755627,階数,2,3 ,2 ,0 ,1 ,1 ,0 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,無,0 ,8:30,22:00,平日の17時15分以降及び土日祝日は、施設使用者がいない場合は利用できない。また、12月29日～１月３日は休館日。,,,
352152,PTOKYODO0018,山口県周南市,夜市市民センター,ヤジシミンセンター,,352152,,山口県周南市大字夜市 660-1,山口県,周南市,大字夜市,660-1,,建物内,34.082453,131.71414,階数,2,6 ,4 ,1 ,1 ,0 ,0 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,無,0 ,8:30,22:00,12月29日～１月３日は休館日。,,,
