trans_id,lang,translation
倉橋本浦,zh-cn,仓桥本浦
倉橋本浦,zh-tw,倉橋本浦
才の木,ja,才の木
才の木,ja-Hrkt,さいのき
才の木,en,Sainoki
才の木,ko,사이노키
才の木,zh-cn,才之木
才の木,zh-tw,才之木
桂浜･温泉館,ja,桂浜･温泉館
桂浜･温泉館,ja-Hrkt,かつらがはまおんせんかん
桂浜･温泉館,en,Katsuragahama/Onsenkan
桂浜･温泉館,ko,가쓰라가하마·온센칸
桂浜･温泉館,zh-cn,桂滨･温泉馆
桂浜･温泉館,zh-tw,桂濱･溫泉館
音戸の瀬戸,ja,音戸の瀬戸
音戸の瀬戸,ja-Hrkt,おんどのせと
音戸の瀬戸,en,Ondo-no-Seto
音戸の瀬戸,ko,온도노세토
音戸の瀬戸,zh-cn,音户之濑户
音戸の瀬戸,zh-tw,音戶之瀨戶
青山町,ja,青山町
青山町,ja-Hrkt,あおやまちょう
青山町,en,Aoyamacho
青山町,ko,아오야마초
青山町,zh-cn,青山町
青山町,zh-tw,青山町
国立病院,ja,国立病院
国立病院,ja-Hrkt,こくりつびょういん
国立病院,en,Kokuritsu Byoin (National Hospital)
国立病院,ko,국립 병원
国立病院,zh-cn,国立医院
国立病院,zh-tw,國立醫院
入船山公園,ja,入船山公園
入船山公園,ja-Hrkt,いりふねやまこうえん
入船山公園,en,Irifuneyama Koen (Irifuneyama Park)
入船山公園,ko,이리후네야마 공원
入船山公園,zh-cn,入船山公园
入船山公園,zh-tw,入船山公園
宮原中学校前,ja,宮原中学校前
宮原中学校前,ja-Hrkt,みやはらちゅうがっこうまえ
宮原中学校前,en,Miyahara Chugakko-mae (Miyahara Junior High School)
宮原中学校前,ko,미야하라 중학교
宮原中学校前,zh-cn,宫原中学前
宮原中学校前,zh-tw,宮原中學前
串山,ja,串山
串山,ja-Hrkt,くしやま
串山,en,Kushiyama
串山,ko,구시야마
串山,zh-cn,串山
串山,zh-tw,串山
坪の内町,ja,坪の内町
坪の内町,ja-Hrkt,つぼのうちちょう
坪の内町,en,Tsubonouchicho
坪の内町,ko,쓰보노우치초
坪の内町,zh-cn,坪之内町
坪の内町,zh-tw,坪之內町
本町,ja,本町
本町,ja-Hrkt,ホンマチ
本町,en,honmachi
本町,ko,혼마치
本町,zh-cn,本町
本町,zh-tw,本町
和庄小学校下,ja,和庄小学校下
和庄小学校下,ja-Hrkt,わしょうしょうがっこうした
和庄小学校下,en,Washo Shogakko-shita (Washo Elementary School)
和庄小学校下,ko,와쇼 초등학교
和庄小学校下,zh-cn,和庄小学下
和庄小学校下,zh-tw,和莊小學下
清水１丁目,ja,清水１丁目
清水１丁目,ja-Hrkt,しみずいっちょうめ
清水１丁目,en,Shimizu-itchome (Shimizu 1)
清水１丁目,ko,시미즈 1초메
清水１丁目,zh-cn,清水1丁目
清水１丁目,zh-tw,清水1丁目
宮原１丁目,ja,宮原１丁目
宮原１丁目,ja-Hrkt,みやはらいっちょうめ
宮原１丁目,en,Miyahara-itchome (Miyahara 1)
宮原１丁目,ko,미야하라 1초메
宮原１丁目,zh-cn,宫原1丁目
宮原１丁目,zh-tw,宮原1丁目
宮原２丁目,ja,宮原２丁目
宮原２丁目,ja-Hrkt,みやはらにちょうめ
宮原２丁目,en,Miyahara-nichome (Miyahara 2)
宮原２丁目,ko,미야하라 2초메
宮原２丁目,zh-cn,宫原2丁目
宮原２丁目,zh-tw,宮原2丁目
宮原３丁目,ja,宮原３丁目
宮原３丁目,ja-Hrkt,みやはらさんちょうめ
宮原３丁目,en,Miyahara-sanchome (Miyahara 3)
宮原３丁目,ko,미야하라 3초메
宮原３丁目,zh-cn,宫原3丁目
宮原３丁目,zh-tw,宮原3丁目
宮原４丁目,ja,宮原４丁目
宮原４丁目,ja-Hrkt,みやはらよんちょうめ
宮原４丁目,en,Miyahara-yonchome (Miyahara 4)
宮原４丁目,ko,미야하라 4초메
宮原４丁目,zh-cn,宫原4丁目
宮原４丁目,zh-tw,宮原4丁目
宮原５丁目,ja,宮原５丁目
宮原５丁目,ja-Hrkt,みやはらごちょうめ
宮原５丁目,en,Miyahara-gochome (Miyahara 5)
宮原５丁目,ko,미야하라 5초메
宮原５丁目,zh-cn,宫原5丁目
宮原５丁目,zh-tw,宮原5丁目
宮原７丁目,ja,宮原７丁目
宮原７丁目,ja-Hrkt,みやはらななちょうめ
宮原７丁目,en,Miyahara-nanachome (Miyahara 7)
宮原７丁目,ko,미야하라 7초메
宮原７丁目,zh-cn,宫原7丁目
宮原７丁目,zh-tw,宮原7丁目
宮原８丁目,ja,宮原８丁目
宮原８丁目,ja-Hrkt,みやはらはっちょうめ
宮原８丁目,en,Miyahara-hatchome (Miyahara 8)
宮原８丁目,ko,미야하라 8초메
宮原８丁目,zh-cn,宫原8丁目
宮原８丁目,zh-tw,宮原8丁目
宮原９丁目,ja,宮原９丁目
宮原９丁目,ja-Hrkt,みやはらきゅうちょうめ
宮原９丁目,en,Miyahara-kyuchome (Miyahara 9)
宮原９丁目,ko,미야하라 9초메
宮原９丁目,zh-cn,宫原9丁目
宮原９丁目,zh-tw,宮原9丁目
宮原１１丁目,ja,宮原１１丁目
宮原１１丁目,ja-Hrkt,みやはらじゅういっちょうめ
宮原１１丁目,en,Miyahara-juitchome (Miyahara 11)
宮原１１丁目,ko,미야하라 11초메
宮原１１丁目,zh-cn,宫原11丁目
宮原１１丁目,zh-tw,宮原11丁目
宮原１２丁目,ja,宮原１２丁目
宮原１２丁目,ja-Hrkt,みやはらじゅうにちょうめ
宮原１２丁目,en,Miyahara-junichome (Miyahara 12)
宮原１２丁目,ko,미야하라 12초메
宮原１２丁目,zh-cn,宫原12丁目
宮原１２丁目,zh-tw,宮原12丁目
宮原１３丁目北,ja,宮原１３丁目北
宮原１３丁目北,ja-Hrkt,みやはらじゅうさんちょうめきた
宮原１３丁目北,en,Miyahara-jusanchome-kita (Miyahara 13 North)
宮原１３丁目北,ko,미야하라 13초메 키타
宮原１３丁目北,zh-cn,宫原13丁目北
宮原１３丁目北,zh-tw,宮原13丁目北
宮原１３丁目,ja,宮原１３丁目
宮原１３丁目,ja-Hrkt,みやはらじゅうさんちょうめ
宮原１３丁目,en,Miyahara-jusanchome (Miyahara 13)
宮原１３丁目,ko,미야하라 13초메
宮原１３丁目,zh-cn,宫原13丁目
宮原１３丁目,zh-tw,宮原13丁目
鍋峠,ja,鍋峠
鍋峠,ja-Hrkt,なべとうげ
鍋峠,en,Nabe-toge
鍋峠,ko,나베 토게
鍋峠,zh-cn,锅峠
鍋峠,zh-tw,鍋峠
鍋山団地,ja,鍋山団地
鍋山団地,ja-Hrkt,なべやまだんち
鍋山団地,en,Nabeyama Danchi
鍋山団地,ko,나베야마 단치
鍋山団地,zh-cn,锅山团地
鍋山団地,zh-tw,鍋山團地
警固屋１丁目,ja,警固屋１丁目
警固屋１丁目,ja-Hrkt,けごやいっちょうめ
警固屋１丁目,en,Kegoya-itchome (Kegoya 1)
警固屋１丁目,ko,게고야 1초메
警固屋１丁目,zh-cn,警固屋1丁目
警固屋１丁目,zh-tw,警固屋1丁目
警固屋３丁目,ja,警固屋３丁目
警固屋３丁目,ja-Hrkt,けごやさんちょうめ
警固屋３丁目,en,Kegoya-sanchome (Kegoya 3)
警固屋３丁目,ko,게고야 3초메
警固屋３丁目,zh-cn,警固屋3丁目
警固屋３丁目,zh-tw,警固屋3丁目
警固屋４丁目,ja,警固屋４丁目
警固屋４丁目,ja-Hrkt,けごやよんちょうめ
警固屋４丁目,en,Kegoya-yonchome (Kegoya 4)
警固屋４丁目,ko,게고야 4초메
警固屋４丁目,zh-cn,警固屋4丁目
警固屋４丁目,zh-tw,警固屋4丁目
中通１丁目,ja,中通１丁目
中通１丁目,ja-Hrkt,なかどおりいっちょうめ
中通１丁目,en,Nakadori-itchome (Nakadori 1)
中通１丁目,ko,나카도리 1초메
中通１丁目,zh-cn,中通1丁目
中通１丁目,zh-tw,中通1丁目
四道路,ja,四道路
四道路,ja-Hrkt,よつどうろ
四道路,en,Yotsudoro
四道路,ko,요쓰도로
四道路,zh-cn,四道路
四道路,zh-tw,四道路
本通３丁目,ja,本通３丁目
本通３丁目,ja-Hrkt,ほんどおりさんちょうめ
本通３丁目,en,Hondori-sanchome (Hondori 3)
本通３丁目,ko,혼도리 3초메
本通３丁目,zh-cn,本通3丁目
本通３丁目,zh-tw,本通3丁目
本通４丁目,ja,本通４丁目
本通４丁目,ja-Hrkt,ほんどおりよんちょうめ
本通４丁目,en,Hondori-yonchome (Hondori 4)
本通４丁目,ko,혼도리 4초메
本通４丁目,zh-cn,本通4丁目
本通４丁目,zh-tw,本通4丁目
本通５丁目,ja,本通５丁目
本通５丁目,ja-Hrkt,ほんどおりごちょうめ
本通５丁目,en,Hondori-gochome (Hondori 5)
本通５丁目,ko,혼도리 5초메
本通５丁目,zh-cn,本通5丁目
本通５丁目,zh-tw,本通5丁目
本通６丁目,ja,本通６丁目
本通６丁目,ja-Hrkt,ほんどおりろくちょうめ
本通６丁目,en,Hondori-rokuchome (Hondori 6)
本通６丁目,ko,혼도리 6초메
本通６丁目,zh-cn,本通6丁目
本通６丁目,zh-tw,本通6丁目
本通７丁目,ja,本通７丁目
本通７丁目,ja-Hrkt,ほんどおりななちょうめ
本通７丁目,en,Hondori-nanachome (Hondori 7)
本通７丁目,ko,혼도리 7초메
本通７丁目,zh-cn,本通7丁目
本通７丁目,zh-tw,本通7丁目
本通８丁目,ja,本通８丁目
本通８丁目,ja-Hrkt,ほんどおりはっちょうめ
本通８丁目,en,Hondori-hatchome (Hondori 8)
本通８丁目,ko,혼도리 8초메
本通８丁目,zh-cn,本通8丁目
本通８丁目,zh-tw,本通8丁目
東畑,ja,東畑
東畑,ja-Hrkt,ひがしはた
東畑,en,Higashi-hata
東畑,ko,히가시하타
東畑,zh-cn,东畑
東畑,zh-tw,東畑
呉越,ja,呉越
呉越,ja-Hrkt,くれごえ
呉越,en,Kuregoe
呉越,ko,구레고에
呉越,zh-cn,吴越
呉越,zh-tw,吳越
阿賀海岸通,ja,阿賀海岸通
阿賀海岸通,ja-Hrkt,あがかいがんどおり
阿賀海岸通,en,Aga Kaigan-dori (Aga Kaigan Ave.)
阿賀海岸通,ko,아가 카이간 도리
阿賀海岸通,zh-cn,阿贺海岸通
阿賀海岸通,zh-tw,阿賀海岸通
小倉新開,ja,小倉新開
小倉新開,ja-Hrkt,おぐらしんがい
小倉新開,en,Ogura Shingai
小倉新開,ko,오구라 신가이
小倉新開,zh-cn,小仓新开
小倉新開,zh-tw,小倉新開
広大橋,ja,広大橋
広大橋,ja-Hrkt,ひろおおはし
広大橋,en,Hiro-ohashi
広大橋,ko,히로 오하시
広大橋,zh-cn,广大桥
広大橋,zh-tw,廣大橋
新広駅,ja,新広駅
新広駅,ja-Hrkt,しんひろえき
新広駅,en,Shinhiro Sta.
新広駅,ko,신히로 역
新広駅,zh-cn,新广站
新広駅,zh-tw,新廣站
二級橋,ja,二級橋
二級橋,ja-Hrkt,にきゅうばし
二級橋,en,Nikyubashi
二級橋,ko,니큐바시
二級橋,zh-cn,二级桥
二級橋,zh-tw,二級橋
オークアリーナ入口,ja,オークアリーナ入口
オークアリーナ入口,ja-Hrkt,おーくありーないりぐち
オークアリーナ入口,en,Oak Arena-iriguchi
オークアリーナ入口,ko,오크 아리나 이리구치
オークアリーナ入口,zh-cn,吴市综合体育馆""Oak Arena""入口
オークアリーナ入口,zh-tw,吳市綜合體育館""Oak Arena""入口
白岳入口,ja,白岳入口
白岳入口,ja-Hrkt,しらたけいりぐち
白岳入口,en,Shiratake-iriguchi
白岳入口,ko,시라타케 이리구치
白岳入口,zh-cn,白岳入口
白岳入口,zh-tw,白嶽入口
白石,ja,白石
白石,ja-Hrkt,しらいし
白石,en,Shiraishi
白石,ko,시라이시
白石,zh-cn,白石
白石,zh-tw,白石
西神町,ja,西神町
西神町,ja-Hrkt,にしがみちょう
西神町,en,Nishigamicho
西神町,ko,니시가미초
西神町,zh-cn,西神町
西神町,zh-tw,西神町
汐込川,ja,汐込川
汐込川,ja-Hrkt,しおこみがわ
汐込川,en,Shiokomigawa
汐込川,ko,시오코미가와
汐込川,zh-cn,汐込川
汐込川,zh-tw,汐込川
仁方駅前,ja,仁方駅前
仁方駅前,ja-Hrkt,にがたえきまえ
仁方駅前,en,Nigata Sta.
仁方駅前,ko,니가타 역
仁方駅前,zh-cn,仁方站前
仁方駅前,zh-tw,仁方站前
大東踏切前,ja,大東踏切前
大東踏切前,ja-Hrkt,おおひがしふみきりまえ
大東踏切前,en,Ohigashi Fumikiri-mae
大東踏切前,ko,오히가시 후미키리 마에
大東踏切前,zh-cn,大东道口前
大東踏切前,zh-tw,大東道口前
仁方桟橋入口,ja,仁方桟橋入口
仁方桟橋入口,ja-Hrkt,にがたさんばしいりぐち
仁方桟橋入口,en,Nigata Sambashi-iriguchi (Nigata Pier Entrance)
仁方桟橋入口,ko,니가타 산바시 이리구치
仁方桟橋入口,zh-cn,仁方栈桥入口
仁方桟橋入口,zh-tw,仁方棧橋入口
三条３丁目,ja,三条３丁目
三条３丁目,ja-Hrkt,さんじょうさんちょうめ
三条３丁目,en,Sanjo-sanchome (Sanjo 3)
三条３丁目,ko,산조 3초메
三条３丁目,zh-cn,三条3丁目
三条３丁目,zh-tw,三條3丁目
三条１丁目,ja,三条１丁目
三条１丁目,ja-Hrkt,さんじょういっちょうめ
三条１丁目,en,Sanjo-itchome (Sanjo 1)
三条１丁目,ko,산조 1초메
三条１丁目,zh-cn,三条1丁目
三条１丁目,zh-tw,三條1丁目
海岸２丁目,ja,海岸２丁目
海岸２丁目,ja-Hrkt,かいがんにちょうめ
海岸２丁目,en,Kaigan-nichome (Kaigan 2)
海岸２丁目,ko,가이간 2초메
海岸２丁目,zh-cn,海岸2丁目
海岸２丁目,zh-tw,海岸2丁目
海岸３丁目,ja,海岸３丁目
海岸３丁目,ja-Hrkt,かいがんさんちょうめ
海岸３丁目,en,Kaigan-sanchome (Kaigan 3)
海岸３丁目,ko,가이간 3초메
海岸３丁目,zh-cn,海岸3丁目
海岸３丁目,zh-tw,海岸3丁目
海岸４丁目,ja,海岸４丁目
海岸４丁目,ja-Hrkt,かいがんよんちょうめ
海岸４丁目,en,Kaigan-yonchome (Kaigan 4)
海岸４丁目,ko,가이간 4초메
海岸４丁目,zh-cn,海岸4丁目
海岸４丁目,zh-tw,海岸4丁目
海上保安大学校入口,ja,海上保安大学校入口
海上保安大学校入口,ja-Hrkt,かいじょうほあんだいがっこういりぐち
海上保安大学校入口,en,Kaijo Hoan Daigakko-iriguchi (Japan Coast Guard Academy)
海上保安大学校入口,ko,해상보안대학교
海上保安大学校入口,zh-cn,海上保安大学校入口
海上保安大学校入口,zh-tw,海上保安大學校入口
若葉町,ja,若葉町
若葉町,ja-Hrkt,わかばちょう
若葉町,en,Wakabacho
若葉町,ko,와카바초
若葉町,zh-cn,若叶町
若葉町,zh-tw,若葉町
瀬戸見町入口,ja,瀬戸見町入口
瀬戸見町入口,ja-Hrkt,せとみちょういりぐち
瀬戸見町入口,en,Setomicho-iriguchi
瀬戸見町入口,ko,세토미초 이리구치
瀬戸見町入口,zh-cn,濑户见町入口
瀬戸見町入口,zh-tw,瀨戶見町入口
池の浦,ja,池の浦
池の浦,ja-Hrkt,いけのうら
池の浦,en,Ikenoura
池の浦,ko,이케노우라
池の浦,zh-cn,池之浦
池の浦,zh-tw,池之浦
潭鼓,ja,潭鼓
潭鼓,ja-Hrkt,たんこ
潭鼓,en,Tanko
潭鼓,ko,단코
潭鼓,zh-cn,潭鼓
潭鼓,zh-tw,潭鼓
神賀橋,ja,神賀橋
神賀橋,ja-Hrkt,じんがばし
神賀橋,en,Jingabashi
神賀橋,ko,진가바시
神賀橋,zh-cn,神贺桥
神賀橋,zh-tw,神賀橋
吉浦駅前,ja,吉浦駅前
吉浦駅前,ja-Hrkt,よしうらえきまえ
吉浦駅前,en,Yoshiura Sta.
吉浦駅前,ko,요시우라 역
吉浦駅前,zh-cn,吉浦站前
吉浦駅前,zh-tw,吉浦站前
かるが,ja,かるが
かるが,ja-Hrkt,かるが
かるが,en,Karuga
かるが,ko,가루가
かるが,zh-cn,狩留贺
かるが,zh-tw,狩留賀
猪山隧道,ja,猪山隧道
猪山隧道,ja-Hrkt,いのやまずいどう
猪山隧道,en,Inoyama Zuido  (Inoyama Tunnel)
猪山隧道,ko,이노야마 터널
猪山隧道,zh-cn,猪山隧道
猪山隧道,zh-tw,豬山隧道
汐見町,ja,汐見町
汐見町,ja-Hrkt,しおみちょう
汐見町,en,Shiomicho
汐見町,ko,시오미초
汐見町,zh-cn,汐见町
汐見町,zh-tw,汐見町
大屋橋,ja,大屋橋
大屋橋,ja-Hrkt,おおやばし
大屋橋,en,Oyabashi
大屋橋,ko,오야바시
大屋橋,zh-cn,大屋桥
大屋橋,zh-tw,大屋橋
呉ポートピア,ja,呉ポートピア
呉ポートピア,ja-Hrkt,くれぽーとぴあ
呉ポートピア,en,Kure Portpia
呉ポートピア,ko,구레 포토피아
呉ポートピア,zh-cn,吴Portopia
呉ポートピア,zh-tw,吳Portopia
天応福浦,ja,天応福浦
天応福浦,ja-Hrkt,てんのうふくうら
天応福浦,en,Tenno Fukuura
天応福浦,ko,덴노 후쿠우라
天応福浦,zh-cn,天应福浦
天応福浦,zh-tw,天應福浦
天応福浦・天応桟橋,ja,天応福浦・天応桟橋
天応福浦・天応桟橋,ja-Hrkt,てんのうふくうら・てんのうさんばし
天応福浦・天応桟橋,en,Tenno Fukuura/Tenno Sambashi
天応福浦・天応桟橋,ko,덴노 후쿠우라·덴노 산바시
天応福浦・天応桟橋,zh-cn,天应福浦・天应栈桥
天応福浦・天応桟橋,zh-tw,天應福浦・天應棧橋
大新開,ja,大新開
大新開,ja-Hrkt,おおしんがい
大新開,en,Oshingai
大新開,ko,오신가이
大新開,zh-cn,大新开
大新開,zh-tw,大新開
広商店街,ja,広商店街
広商店街,ja-Hrkt,ひろしょうてんがい
広商店街,en,Hiro Shotengai (Hiro Shopping Street)
広商店街,ko,히로 상가
広商店街,zh-cn,广商业街
広商店街,zh-tw,廣商業街
北大新開,ja,北大新開
北大新開,ja-Hrkt,きたおおしんがい
北大新開,en,Kita-oshingai
北大新開,ko,기타오신가이
北大新開,zh-cn,北大新开
北大新開,zh-tw,北大新開
中新開,ja,中新開
中新開,ja-Hrkt,なかしんがい
中新開,en,Naka-shingai
中新開,ko,나카신가이
中新開,zh-cn,中新开
中新開,zh-tw,中新開
弁天橋,ja,弁天橋
弁天橋,ja-Hrkt,べんてんばし
弁天橋,en,Bentembashi
弁天橋,ko,벤텐바시
弁天橋,zh-cn,弁天桥
弁天橋,zh-tw,弁天橋
塩焼,ja,塩焼
塩焼,ja-Hrkt,しやき
塩焼,en,Shiyaki
塩焼,ko,시야키
塩焼,zh-cn,盐烧
塩焼,zh-tw,鹽燒
町田,ja,町田
町田,ja-Hrkt,まちだ
町田,en,Machida
町田,ko,마치다
町田,zh-cn,町田
町田,zh-tw,町田
徳丸,ja,徳丸
徳丸,ja-Hrkt,とくまる
徳丸,en,Tokumaru
徳丸,ko,도쿠마루
徳丸,zh-cn,德丸
徳丸,zh-tw,德丸
下石内,ja,下石内
下石内,ja-Hrkt,しもいしうち
下石内,en,Shimo-ishiuchi
下石内,ko,시모이시우치
下石内,zh-cn,下石内
下石内,zh-tw,下石內
石内橋,ja,石内橋
石内橋,ja-Hrkt,いしうちばし
石内橋,en,Ishiuchibashi
石内橋,ko,이시우치바시
石内橋,zh-cn,石内桥
石内橋,zh-tw,石內橋
石内,ja,石内
石内,ja-Hrkt,いしうち
石内,en,Ishiuchi
石内,ko,이시우치
石内,zh-cn,石内
石内,zh-tw,石內
上石内,ja,上石内
上石内,ja-Hrkt,かみいしうち
上石内,en,Kami-ishiuchi
上石内,ko,가미이시우치
上石内,zh-cn,上石内
上石内,zh-tw,上石內
大津江橋,ja,大津江橋
大津江橋,ja-Hrkt,おおつえばし
大津江橋,en,Otsuebashi
大津江橋,ko,오쓰에바시
大津江橋,zh-cn,大津江桥
大津江橋,zh-tw,大津江橋
広二級峡,ja,広二級峡
広二級峡,ja-Hrkt,ひろにきゅうきょう
広二級峡,en,Hironikyukyo
広二級峡,ko,히로니큐쿄
広二級峡,zh-cn,广二级峡
広二級峡,zh-tw,廣二級峽
下高,ja,下高
下高,ja-Hrkt,しもこう
下高,en,Shimoko
下高,ko,시모코
下高,zh-cn,下高
下高,zh-tw,下高
広島文化学園大学,ja,広島文化学園大学
広島文化学園大学,ja-Hrkt,ひろしまぶんかがくえんだいがく
広島文化学園大学,en,Hiroshima Bunka Gakuen Daigaku
広島文化学園大学,ko,히로시마 문화학원 대학
広島文化学園大学,zh-cn,广岛文化学园大学
広島文化学園大学,zh-tw,廣島文化學園大學
大積橋,ja,大積橋
大積橋,ja-Hrkt,おおつみばし
大積橋,en,Otsumibashi
大積橋,ko,오쓰미바시
大積橋,zh-cn,大积桥
大積橋,zh-tw,大積橋
渡川,ja,渡川
渡川,ja-Hrkt,わたりがわ
渡川,en,Watarigawa
渡川,ko,와타리가와
渡川,zh-cn,渡川
渡川,zh-tw,渡川
浜田橋,ja,浜田橋
浜田橋,ja-Hrkt,はまだばし
浜田橋,en,Hamadabashi
浜田橋,ko,하마다바시
浜田橋,zh-cn,滨田桥
浜田橋,zh-tw,濱田橋
郷原,ja,郷原
郷原,ja-Hrkt,ごうはら
郷原,en,Gohara
郷原,ko,고하라
郷原,zh-cn,乡原
郷原,zh-tw,鄉原
岡条,ja,岡条
岡条,ja-Hrkt,おかじょう
岡条,en,Okajo
岡条,ko,오카조
岡条,zh-cn,冈条
岡条,zh-tw,岡條
空条,ja,空条
空条,ja-Hrkt,そらじょう
空条,en,Sorajo
空条,ko,소라조
空条,zh-cn,空条
空条,zh-tw,空條
シメノ松,ja,シメノ松
シメノ松,ja-Hrkt,しめのまつ
シメノ松,en,Shimenomatsu
シメノ松,ko,시메노마쓰
シメノ松,zh-cn,SHIMENO松
シメノ松,zh-tw,SHIMENO松
兼沢,ja,兼沢
兼沢,ja-Hrkt,かねさわ
兼沢,en,Kanesawa
兼沢,ko,가네사와
兼沢,zh-cn,兼泽
兼沢,zh-tw,兼澤
津江口,ja,津江口
津江口,ja-Hrkt,つえぐち
津江口,en,Tsue-guchi
津江口,ko,쓰에구치
津江口,zh-cn,津江口
津江口,zh-tw,津江口
下黒瀬,ja,下黒瀬
下黒瀬,ja-Hrkt,しもぐろせ
下黒瀬,en,Shimo-gurose
下黒瀬,ko,시모구로세
下黒瀬,zh-cn,下黑濑
下黒瀬,zh-tw,下黑瀨
切田,ja,切田
切田,ja-Hrkt,きりた
兼広,ja,兼広
兼広,ja-Hrkt,かねひろ
兼広,en,Kanehiro
兼広,ko,가네히로
兼広,zh-cn,兼广
兼広,zh-tw,兼廣
西楢原,ja,西楢原
西楢原,ja-Hrkt,にしならはら
西楢原,en,Nishi-narahara
西楢原,ko,니시나라하라
西楢原,zh-cn,西楢原
西楢原,zh-tw,西楢原
楢原中央,ja,楢原中央
楢原中央,ja-Hrkt,ならはらちゅうおう
楢原中央,en,Narahara-chuo
楢原中央,ko,나라하라 추오
楢原中央,zh-cn,楢原中央
楢原中央,zh-tw,楢原中央
北上保田,ja,北上保田
北上保田,ja-Hrkt,きたかんぼうだ
北上保田,en,Kita-kamboda
北上保田,ko,기타칸보다
北上保田,zh-cn,北上保田
北上保田,zh-tw,北上保田
広島文化学園大学入口,ja,広島文化学園大学入口
広島文化学園大学入口,ja-Hrkt,ひろしまぶんかがくえんだいがくいりぐち
グリーンタウン郷原入口,ja,グリーンタウン郷原入口
グリーンタウン郷原入口,ja-Hrkt,ぐりーんたうんごうはらいりぐち
グリーンタウン郷原入口,en,Green Town Gohara-iriguchi
グリーンタウン郷原入口,ko,그린 타운 고하라 이리구치
グリーンタウン郷原入口,zh-cn,Green Town乡原入口
グリーンタウン郷原入口,zh-tw,Green Town鄉原入口
グリーンタウン郷原,ja,グリーンタウン郷原
グリーンタウン郷原,ja-Hrkt,ぐりーんたうんごうはら
グリーンタウン郷原,en,Green Town Gohara
グリーンタウン郷原,ko,그린 타운 고하라
グリーンタウン郷原,zh-cn,Green Town乡原
グリーンタウン郷原,zh-tw,Green Town鄉原
野呂山学園前,ja,野呂山学園前
野呂山学園前,ja-Hrkt,のろさんがくえんまえ
野呂山学園前,en,Norosan Gakuen-mae
野呂山学園前,ko,노로산 가쿠엔 마에
野呂山学園前,zh-cn,野吕山学园前
野呂山学園前,zh-tw,野呂山學園前
グリーンヒル郷原,ja,グリーンヒル郷原
グリーンヒル郷原,ja-Hrkt,ぐりーんひるごうはら
グリーンヒル郷原,en,Green Hill Gohara
グリーンヒル郷原,ko,그린힐 고하라
グリーンヒル郷原,zh-cn,Green Hill乡原
グリーンヒル郷原,zh-tw,Green Hill鄉原
二河公園,ja,二河公園
二河公園,ja-Hrkt,にこうこうえん
二河公園,en,Niko Koen (Niko Park)
二河公園,ko,니코 코엔
二河公園,zh-cn,二河公园
二河公園,zh-tw,二河公園
上山手橋,ja,上山手橋
上山手橋,ja-Hrkt,かみやまてばし
上山手橋,en,Kami-yamatebashi
上山手橋,ko,가미야마테바시
上山手橋,zh-cn,上山手桥
上山手橋,zh-tw,上山手橋
上二河町,ja,上二河町
上二河町,ja-Hrkt,かみにこうちょう
上二河町,en,Kami-nikocho
上二河町,ko,가미니코초
上二河町,zh-cn,上二河町
上二河町,zh-tw,上二河町
二河峡隧道,ja,二河峡隧道
二河峡隧道,ja-Hrkt,にこうきょうずいどう
二河峡隧道,en,Nikokyo Zuido
二河峡隧道,ko,니코교 즈이도
二河峡隧道,zh-cn,二河峡隧道
二河峡隧道,zh-tw,二河峽隧道
猿見橋,ja,猿見橋
猿見橋,ja-Hrkt,さるみばし
猿見橋,en,Sarumibashi
猿見橋,ko,사루미바시
猿見橋,zh-cn,猿见桥
猿見橋,zh-tw,猿見橋
松ヶ丘団地,ja,松ヶ丘団地
松ヶ丘団地,ja-Hrkt,まつがおかだんち
松ヶ丘団地,en,Matsugaoka Danchi
松ヶ丘団地,ko,마쓰가오카 단치
松ヶ丘団地,zh-cn,松丘团地
松ヶ丘団地,zh-tw,松丘團地
野間園前,ja,野間園前
野間園前,ja-Hrkt,のまえんまえ
野間園前,en,Nomaen-mae
野間園前,ko,노마엔 마에
野間園前,zh-cn,野间园前
野間園前,zh-tw,野間園前
桜ヶ丘団地,ja,桜ヶ丘団地
桜ヶ丘団地,ja-Hrkt,さくらがおかだんち
桜ヶ丘団地,en,Sakuragaoka Danchi
桜ヶ丘団地,ko,사쿠라가오카 단치
桜ヶ丘団地,zh-cn,樱丘团地
桜ヶ丘団地,zh-tw,櫻丘團地
政畝団地入口,ja,政畝団地入口
政畝団地入口,ja-Hrkt,まさうねだんちいりぐち
政畝団地入口,en,Masaune Danchi-iriguchi
政畝団地入口,ko,마사우네 단치 이리구치
政畝団地入口,zh-cn,政亩团地入口
政畝団地入口,zh-tw,政畝團地入口
兎の口,ja,兎の口
兎の口,ja-Hrkt,うさぎのくち
兎の口,en,Usaginokuchi
兎の口,ko,우사기노구치
兎の口,zh-cn,兔之口
兎の口,zh-tw,兔之口
宮ヶ迫団地入口,ja,宮ヶ迫団地入口
宮ヶ迫団地入口,ja-Hrkt,みやがさこだんちいりぐち
宮ヶ迫団地入口,en,Miyagasako-Danchi-iriguchi
宮ヶ迫団地入口,ko,미야가사코 단이 이리구치
宮ヶ迫団地入口,zh-cn,宫迫团地入口
宮ヶ迫団地入口,zh-tw,宮迫團地入口
焼山下呉地,ja,焼山下呉地
焼山下呉地,ja-Hrkt,やけやましもくれじ
焼山下呉地,en,Yakeyama-shimo-kureji
